,Position,Track.Name,Artist,Streams,URL,Date,Region
2090,186,You Don't Know Me - Radio Edit,Jax Jones,8544,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,1/9/2018,tr
2091,187,More Than You Know,Axwell /\ Ingrosso,8542,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44,1/9/2018,tr
2092,188,Ah Bu Ben,Mazhar Alanson,8515,https://open.spotify.com/track/05X7vcI10qNE7WxTavmYNJ,1/9/2018,tr
2093,189,Mama,Jonas Blue,8479,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,1/9/2018,tr
2094,190,Is Your Love Enough?,Little Mix,8457,https://open.spotify.com/track/6W6ijKiufUsBBcgJPKis6T,1/9/2018,tr
2095,191,Take Me To Church,Hozier,8409,https://open.spotify.com/track/0IqKeD8ZSP72KbGYyzEcAs,1/9/2018,tr
2096,192,Tatlım Tatlım - Orijinal Film Müziği,Ersay Üner,8403,https://open.spotify.com/track/2Wf68eYFga8t2xZXLtTuU1,1/9/2018,tr
2097,193,Lose Yourself - Soundtrack Version,Eminem,8340,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,1/9/2018,tr
2098,194,Other People,LP,8329,https://open.spotify.com/track/4LnCmKS6wJTckR1zvvH8PM,1/9/2018,tr
2099,195,366.Gün,Sagopa Kajmer,8327,https://open.spotify.com/track/1EuFr1JA70TaEzlaSM4ulc,1/9/2018,tr
2100,196,Silence,Marshmello,8322,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,1/9/2018,tr
2101,197,Geçti O Günler,Mustafa Ceceli,8309,https://open.spotify.com/track/3vMktt0tUZOt2j3Fao0L7s,1/9/2018,tr
2102,198,Chantaje,Shakira,8271,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,1/9/2018,tr
2103,199,"Nefes Al Zombi, Pt. 2",No.1,8266,https://open.spotify.com/track/17A9AioSjUfGc5SkOJNe0W,1/9/2018,tr
2104,200,Look What You Made Me Do,Taylor Swift,8147,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,1/9/2018,tr
2105,1,rockstar,Post Malone,1389969,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,1/9/2018,us
2106,2,Finesse (Remix) [feat. Cardi B],Bruno Mars,1262874,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,1/9/2018,us
2107,3,No Limit,G-Eazy,1134491,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,1/9/2018,us
2108,4,Bartier Cardi (feat. 21 Savage),Cardi B,1093964,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT,1/9/2018,us
2109,5,I Fall Apart,Post Malone,993683,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,1/9/2018,us
2110,6,All The Stars (with SZA),Kendrick Lamar,960401,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr,1/9/2018,us
2111,7,Ric Flair Drip (& Metro Boomin),Offset,953289,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,1/9/2018,us
2112,8,Him & I (with Halsey),G-Eazy,930717,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,1/9/2018,us
2113,9,Havana,Camila Cabello,856493,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,1/9/2018,us
2114,10,LOVE. FEAT. ZACARI.,Kendrick Lamar,844540,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,1/9/2018,us
2115,11,Codeine Dreaming (feat. Lil Wayne),Kodak Black,839826,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,1/9/2018,us
2116,12,Let You Down,NF,761753,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr,1/9/2018,us
2117,13,Candy Paint,Post Malone,735421,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,1/9/2018,us
2118,14,River (feat. Ed Sheeran),Eminem,724892,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD,1/9/2018,us
2119,15,Pick It Up (feat. A$AP Rocky),Famous Dex,687929,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,1/9/2018,us
2120,16,Gucci Gang,Lil Pump,680989,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,1/9/2018,us
2121,17,XO TOUR Llif3,Lil Uzi Vert,677543,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,1/9/2018,us
2122,18,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,676715,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,1/9/2018,us
2123,19,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,664582,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,1/9/2018,us
2124,20,Filthy,Justin Timberlake,661114,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,1/9/2018,us
2125,21,Sky Walker,Miguel,657715,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,1/9/2018,us
2126,22,HUMBLE.,Kendrick Lamar,643860,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,1/9/2018,us
2127,23,Too Good At Goodbyes,Sam Smith,642610,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1/9/2018,us
2128,24,Wolves,Selena Gomez,636720,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,1/9/2018,us
2129,25,MotorSport,Migos,635680,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q,1/9/2018,us
2130,26,Plain Jane,A$AP Ferg,630287,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,1/9/2018,us
2131,27,Bank Account,21 Savage,624258,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,1/9/2018,us
2132,28,New Rules,Dua Lipa,618409,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,1/9/2018,us
2133,29,Perfect,Ed Sheeran,604450,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,1/9/2018,us
2134,30,Never Be the Same,Camila Cabello,586134,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,1/9/2018,us
2135,31,Congratulations,Post Malone,585564,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,1/9/2018,us
2136,32,Betrayed,Lil Xan,581676,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,1/9/2018,us
2137,33,Silence,Marshmello,578956,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,1/9/2018,us
2138,34,Young Dumb & Broke,Khalid,577167,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,1/9/2018,us
2139,35,Tell Me You Love Me,Demi Lovato,551431,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,1/9/2018,us
2140,36,Stir Fry,Migos,536702,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm,1/9/2018,us
2141,37,What Lovers Do (feat. SZA),Maroon 5,536469,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k,1/9/2018,us
2142,38,1-800-273-8255,Logic,528782,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,1/9/2018,us
2143,39,I Get The Bag (feat. Migos),Gucci Mane,525248,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,1/9/2018,us
2144,40,Bodak Yellow,Cardi B,502934,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM,1/9/2018,us
2145,41,Bad At Love,Halsey,474255,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,1/9/2018,us
2146,42,End Game,Taylor Swift,473304,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,1/9/2018,us
2147,43,goosebumps,Travis Scott,471932,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,1/9/2018,us
2148,44,Roll In Peace (feat. XXXTENTACION),Kodak Black,466421,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,1/9/2018,us
2149,45,Butterfly Effect,Travis Scott,465129,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,1/9/2018,us
2150,46,Thunder,Imagine Dragons,458177,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,1/9/2018,us
2151,47,Location,Khalid,449893,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,1/9/2018,us
2152,48,Wanted You (feat. Lil Uzi Vert),NAV,448674,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,1/9/2018,us
2153,49,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,446559,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,1/9/2018,us
2154,50,I Miss You (feat. Julia Michaels),Clean Bandit,444579,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,1/9/2018,us
2155,51,Unforgettable,French Montana,433348,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,1/9/2018,us
2156,52,IDGAF,Dua Lipa,431551,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,1/9/2018,us
2157,53,Sorry Not Sorry,Demi Lovato,422205,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,1/9/2018,us
2158,54,Jocelyn Flores,XXXTENTACION,419922,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,1/9/2018,us
2159,55,Saint,Huncho Jack,415813,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe,1/9/2018,us
2160,56,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,411916,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,1/9/2018,us
2161,57,Fuck Love (feat. Trippie Redd),XXXTENTACION,403877,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,1/9/2018,us
2162,58,Rubbin Off The Paint,YBN Nahmir,396376,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj,1/9/2018,us
2163,59,DNA.,Kendrick Lamar,395580,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,1/9/2018,us
2164,60,Designer,Lil Pump,394562,https://open.spotify.com/track/1LXbv9jiTtdBdHadZ317Gt,1/9/2018,us
2165,61,Rewrite The Stars,Zac Efron,391661,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,1/9/2018,us
2166,62,Ghostface Killers,21 Savage,384663,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub,1/9/2018,us
2167,63,Nowadays (feat. Landon Cube),Lil Skies,382679,https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w,1/9/2018,us
2168,64,This Is Me,Keala Settle,371338,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,1/9/2018,us
2169,65,Slippery (feat. Gucci Mane),Migos,367838,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,1/9/2018,us
2170,66,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,355860,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,1/9/2018,us
2171,67,GUMMO,6ix9ine,355350,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1,1/9/2018,us
2172,68,Shape of You,Ed Sheeran,350643,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,1/9/2018,us
2173,69,Echame La Culpa,Luis Fonsi,344314,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,1/9/2018,us
2174,70,For You (Fifty Shades Freed),Liam Payne,342053,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,1/9/2018,us
2175,71,The Greatest Show,Hugh Jackman,340782,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,1/9/2018,us
2176,72,Go Flex,Post Malone,340652,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,1/9/2018,us
2177,73,MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,338127,https://open.spotify.com/track/7Ed6BkggCS2KaKY5YlINaF,1/9/2018,us
2178,74,Dubai Shit,Huncho Jack,337086,https://open.spotify.com/track/6urLjX35oXXRYtcH1b3dCh,1/9/2018,us
2179,75,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,335643,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV,1/9/2018,us
2180,76,Real Friends,Camila Cabello,335173,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,1/9/2018,us
2181,77,Go Legend (& Metro Boomin),Big Sean,332617,https://open.spotify.com/track/3wAI7MIQtTgwcRmwchPZBc,1/9/2018,us
2182,78,Feel It Still,Portugal. The Man,327023,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,1/9/2018,us
2183,79,Believer,Imagine Dragons,320065,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,1/9/2018,us
2184,80,Never Enough,Loren Allred,315530,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,1/9/2018,us
2185,81,A Million Dreams,Ziv Zaifman,315252,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,1/9/2018,us
2186,82,Sober,G-Eazy,313633,https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,1/9/2018,us
2187,83,Ice Tray,Quality Control,313355,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s,1/9/2018,us
2188,84,How Long,Charlie Puth,312008,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,1/9/2018,us
2189,85,Body Like A Back Road,Sam Hunt,311751,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,1/9/2018,us
2190,86,Sensualidad,Bad Bunny,307590,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,1/9/2018,us
2191,87,Love Galore,SZA,305546,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,1/9/2018,us
2192,88,New Freezer (feat. Kendrick Lamar),Rich The Kid,301548,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,1/9/2018,us
2193,89,The Other Side,Hugh Jackman,300498,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,1/9/2018,us
2194,90,Redbone,Childish Gambino,296526,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,1/9/2018,us
2195,91,Rake It Up,Yo Gotti,293907,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY,1/9/2018,us
2196,92,Plain Jane REMIX,A$AP Ferg,291210,https://open.spotify.com/track/2YzmfPLqUx5CJOaw5ThsBV,1/9/2018,us
2197,93,Wait,Maroon 5,289789,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59,1/9/2018,us
2198,94,The Weekend,SZA,288665,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57,1/9/2018,us
2199,95,White Iverson,Post Malone,288354,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,1/9/2018,us
2200,96,Losin Control,Russ,284547,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,1/9/2018,us
2201,97,Tip Toe (feat. French Montana),Jason Derulo,284247,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6,1/9/2018,us
2202,98,Magnolia,Playboi Carti,280928,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,1/9/2018,us
2203,99,The Weekend - Funk Wav Remix,SZA,280198,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,1/9/2018,us
2204,100,Mask Off,Future,277587,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,1/9/2018,us
2205,101,Attention,Charlie Puth,276743,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,1/9/2018,us
2206,102,Sauce It Up,Lil Uzi Vert,274608,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,1/9/2018,us
2207,103,Say You Won't Let Go,James Arthur,273501,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,1/9/2018,us
2208,104,Delicate,Taylor Swift,272719,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,1/9/2018,us
2209,105,Corazon,Maluma,270078,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,1/9/2018,us
2210,106,Relationship (feat. Future),Young Thug,269718,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,1/9/2018,us
2211,107,Marry Me,Thomas Rhett,266573,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc,1/9/2018,us
2212,108,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,266098,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD,1/9/2018,us
2213,109,So Far Away,Martin Garrix,264129,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM,1/9/2018,us
2214,110,What Ifs,Kane Brown,262822,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,1/9/2018,us
2215,111,Dusk Till Dawn - Radio Edit,ZAYN,262053,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,1/9/2018,us
2216,112,That's What I Like,Bruno Mars,261660,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,1/9/2018,us
2217,113,La Modelo,Ozuna,259295,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH,1/9/2018,us
2218,114,Transportin',Kodak Black,258274,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,1/9/2018,us
2219,115,It's A Vibe,2 Chainz,257521,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,1/9/2018,us
2220,116,Strip That Down,Liam Payne,253524,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,1/9/2018,us
2221,117,Everybody Dies In Their Nightmares,XXXTENTACION,252441,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,1/9/2018,us
2222,118,Icon,Jaden Smith,251668,https://open.spotify.com/track/22nyEAEM29tcBRhukR089b,1/9/2018,us
2223,119,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,250835,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,1/9/2018,us
2224,120,Crew,GoldLink,250273,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,1/9/2018,us
2225,121,I Like Me Better,Lauv,250180,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,1/9/2018,us
2226,122,iSpy (feat. Lil Yachty),KYLE,250081,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,1/9/2018,us
2227,123,Look What You Made Me Do,Taylor Swift,248236,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc,1/9/2018,us
2228,124,Mi Gente,J Balvin,247994,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,1/9/2018,us
2229,125,Come Alive,Hugh Jackman,247458,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,1/9/2018,us
2230,126,Bounce Back,Big Sean,246927,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,1/9/2018,us
2231,127,Modern Slavery,Huncho Jack,246570,https://open.spotify.com/track/7J6bnDDitOwfelaJNixHhL,1/9/2018,us
2232,128,I'm the One,DJ Khaled,243736,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,1/9/2018,us
2233,129,Bad and Boujee (feat. Lil Uzi Vert),Migos,243022,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,1/9/2018,us
2234,130,do re mi,blackbear,241447,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,1/9/2018,us
2235,131,Despacito - Remix,Luis Fonsi,241424,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,1/9/2018,us
2236,132,Tunnel Vision,Kodak Black,241274,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,1/9/2018,us
2237,133,Red Roses (feat. Landon Cube),Lil Skies,241096,https://open.spotify.com/track/5IKOXYnhzrLxqhlI0btiaa,1/9/2018,us
2238,134,The Race,Tay-K,240913,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE,1/9/2018,us
2239,135,From Now On,Hugh Jackman,237174,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,1/9/2018,us
2240,136,Love Scars,Trippie Redd,236206,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z,1/9/2018,us
2241,137,...Ready For It?,Taylor Swift,235541,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5,1/9/2018,us
2242,138,No Role Modelz,J. Cole,235175,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,1/9/2018,us
2243,139,Passionfruit,Drake,234064,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,1/9/2018,us
2244,140,Sucker for You,Matt Terry,233540,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z,1/9/2018,us
2245,141,Black & Chinese,Huncho Jack,233134,https://open.spotify.com/track/628Ueb4sRiXApObhcU9iPU,1/9/2018,us
2246,142,wokeuplikethis*,Playboi Carti,226929,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,1/9/2018,us
2247,143,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,225511,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm,1/9/2018,us
2248,144,All Falls Down,Alan Walker,222411,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb,1/9/2018,us
2249,145,Pills & Automobiles,Chris Brown,221036,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5,1/9/2018,us
2250,146,KOODA,6ix9ine,218855,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o,1/9/2018,us
2251,147,Die For You,The Weeknd,218309,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,1/9/2018,us
2252,148,Unforgettable,Thomas Rhett,217420,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,1/9/2018,us
2253,149,Something Just Like This,The Chainsmokers,216517,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,1/9/2018,us
2254,150,T-Shirt,Migos,214198,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,1/9/2018,us
2255,151,Tightrope,Michelle Williams,214129,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa,1/9/2018,us
2256,152,Closer,The Chainsmokers,213455,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,1/9/2018,us
2257,153,Slow Hands,Niall Horan,212918,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J,1/9/2018,us
2258,154,Praying,Kesha,211472,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA,1/9/2018,us
2259,155,Look At Me!,XXXTENTACION,211081,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,1/9/2018,us
2260,156,Greatest Love Story,LANCO,210671,https://open.spotify.com/track/0kdiUZDcLIFw0Buo9r0Q4z,1/9/2018,us
2261,157,beibs in the trap,Travis Scott,210252,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,1/9/2018,us
2262,158,PRBLMS,6LACK,209838,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt,1/9/2018,us
2263,159,There's Nothing Holdin' Me Back,Shawn Mendes,208332,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,1/9/2018,us
2264,160,20 Min,Lil Uzi Vert,207418,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng,1/9/2018,us
2265,161,Anywhere,Rita Ora,206492,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2,1/9/2018,us
2266,162,Starboy,The Weeknd,206136,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,1/9/2018,us
2267,163,Don't,Bryson Tiller,204253,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,1/9/2018,us
2268,164,Issues,Julia Michaels,204104,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,1/9/2018,us
2269,165,No Option,Post Malone,203577,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI,1/9/2018,us
2270,166,Glorious (feat. Skylar Grey),Macklemore,203479,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,1/9/2018,us
2271,167,Yours,Russell Dickerson,203009,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF,1/9/2018,us
2272,168,Fake Love,Drake,202374,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,1/9/2018,us
2273,169,Se Preparó,Ozuna,202055,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,1/9/2018,us
2274,170,In Case You Didn't Know,Brett Young,201584,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,1/9/2018,us
2275,171,Lemon,N.E.R.D,200566,https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS,1/9/2018,us
2276,172,Caroline,Aminé,200412,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,1/9/2018,us
2277,173,You Broke Up with Me,Walker Hayes,197560,https://open.spotify.com/track/5jZF1nvKORdaHNjNNMRbFl,1/9/2018,us
2278,174,Naked,James Arthur,197533,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl,1/9/2018,us
2279,175,Myself,NAV,197239,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,1/9/2018,us
2280,176,Exchange,Bryson Tiller,196763,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,1/9/2018,us
2281,177,Poles 1469,Trippie Redd,194786,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk,1/9/2018,us
2282,178,Craving You,Thomas Rhett,194337,https://open.spotify.com/track/2d48mamATjby7wgPjdrSOQ,1/9/2018,us
2283,179,First Day Out,Tee Grizzley,194222,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z,1/9/2018,us
2284,180,Bring It Back (with Drake & Mike WiLL Made-It),Trouble,193563,https://open.spotify.com/track/6wQlT5VQU5eM4NYBIJ6wO5,1/9/2018,us
2285,181,Wild Thoughts,DJ Khaled,193359,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,1/9/2018,us
2286,182,Saved,Khalid,192828,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU,1/9/2018,us
2287,183,Stay,Zedd,192328,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo,1/9/2018,us
2288,184,Money Longer,Lil Uzi Vert,190645,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,1/9/2018,us
2289,185,Eye 2 Eye,Huncho Jack,190437,https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx,1/9/2018,us
2290,186,When It Rains It Pours,Luke Combs,190039,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,1/9/2018,us
2291,187,Mayores,Becky G,189613,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,1/9/2018,us
2292,188,Heartache On The Dance Floor,Jon Pardi,189296,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD,1/9/2018,us
2293,189,Criminal,Natti Natasha,189101,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,1/9/2018,us
2294,190,X (feat. Future),21 Savage,188672,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,1/9/2018,us
2295,191,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,188479,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,1/9/2018,us
